problem,sentence,solutions,fullname,pred
644,Eco-friendly restaurants replace plastic cutlery with _ cutlery.,wooden,vlastnosti-predmety-2-uroven,wooden
645,"I think that my grandma's attitudes are very _ , considering her age.",modern,vlastnosti-predmety-2-uroven,modern
645,I couldn't walk next to her because the bridge was too _ .,narrow,vlastnosti-predmety-2-uroven,narrow
645,I can't tell if this painting is _ .,valuable,vlastnosti-predmety-2-uroven,valuable
645,They're a big family so they live in a _ house.,huge,vlastnosti-predmety-2-uroven,huge
646,"Yuck, this messy room is _ .",disgusting,vlastnosti-predmety-2-uroven,disgusting
646,"His self-confidence is very _ , he should work on it.",low,vlastnosti-predmety-2-uroven,fashionable
646,I can't read it. The letters are too _ .,tiny,vlastnosti-predmety-2-uroven,tiny
646,Are crop tops _ these days?,fashionable,vlastnosti-predmety-2-uroven,low
647,"I need to borrow some books, is the library _ ?",open,vlastnosti-predmety-2-uroven,open
647,Moisturizers help to keep your skin _ .,smooth,vlastnosti-predmety-2-uroven,smooth
647,"Before you go out, put on a _ T-shirt.",clean,vlastnosti-predmety-2-uroven,clean
647,"I can't lift this box, it's too _ .",heavy,vlastnosti-predmety-2-uroven,heavy
648,The Pad Thai looks delicious! Can you hand me the _ ?,chopsticks,kuchyn-2-uroven,tray
648,I'll cut the cake. Where is the _ ?,knife,kuchyn-2-uroven,knife
648,I won't be able to carry all of this. – You can use the _ .,tray,kuchyn-2-uroven,chopsticks
648,Where's the _ ? There's chocolate on my mouth.,napkin,kuchyn-2-uroven,napkin
649,We need to preheat the _ before we put the cake in.,oven,kuchyn-2-uroven,oven
649,Where's the _ ? I'll do the potatoes.,peeler,kuchyn-2-uroven,peeler
649,I'll have milk. Could you pour me some into a _ ?,glass,kuchyn-2-uroven,glass
649,Could you please dry the dishes? The _ is over there.,tea towel,kuchyn-2-uroven,tea towel
650,Do you know how to open a can of beans without a _ ?,can opener,kuchyn-2-uroven,can opener
650,Do you think I can put frozen bread in _ ?,toaster,kuchyn-2-uroven,bowl
650,Could you hand me a _ ? I'll have a yogurt and cereals.,bowl,kuchyn-2-uroven,ladle
650,Where's the _ ? I'd like to serve the soup.,ladle,kuchyn-2-uroven,toaster
651,"People don't use plastic _ anymore, they prefer glass or steel ones.",straws,kuchyn-2-uroven,straws
651,"I need to wash my hands, could you turn the _ on?",tap,kuchyn-2-uroven,sink
651,"The food isn't cold at all, the _ must be broken.",fridge,kuchyn-2-uroven,tap
651,"We should do the dishes, the _ is full.",sink,kuchyn-2-uroven,fridge
652,First heat some oil in a _ .,frying pan,kuchyn-2-uroven,microwave
652,"Thai food is eaten with a _ , not chopsticks.",spoon,kuchyn-2-uroven,frying pan
652,Where are the _ ? I need to weigh the flour.,scales,kuchyn-2-uroven,scales
652,Put the dish in the _ and it'll only take five minutes.,microwave,kuchyn-2-uroven,spoon
653,We replaced our gas _ with an electric one.,cooker,kuchyn-2-uroven,cooker
653,"Be careful, the baking tray is very hot, use the _ .",oven glove,kuchyn-2-uroven,oven glove
653,Do you want a _ of coffee?,cup,kuchyn-2-uroven,cup
653,"I'm craving mashed potatoes, but we haven't got a _ .",potato masher,kuchyn-2-uroven,potato masher
654,Fill a large _ with salted water and bring it to the boil.,pot,kuchyn-2-uroven,pot
654,"There are no plates in the cupboard, could you unload the _ ?",dishwasher,kuchyn-2-uroven,dishwasher
654,A _ is a kitchen utensil with a lot of holes in it for separating liquid from solid.,strainer,kuchyn-2-uroven,strainer
654,"Could you dry the dishes? – Of course, where is the _ ?",tea towel,kuchyn-2-uroven,tea towel
655,Why don't you drink your milkshake through a _ ?,straw,kuchyn-2-uroven,straw
655,"I will prepare the vegetables, could you hand me a knife and a _ ?",cutting board,kuchyn-2-uroven,cutting board
655,Cut the onion and put it into the _ .,frying pan,kuchyn-2-uroven,basket
655,"We'll have picnic in the afternoon, so the food is already in the _ .",basket,kuchyn-2-uroven,frying pan
656,Will you eat the noodles with a fork or _ ?,chopsticks,kuchyn-2-uroven,napkin
656,Let's heat the potatoes in the _ .,microwave,kuchyn-2-uroven,microwave
656,A _ is a piece of cloth used for wiping your mouth while you're eating.,napkin,kuchyn-2-uroven,chopsticks
656,Would you like a _ of water?,glass,kuchyn-2-uroven,glass
657,Let's put cheese on the pizza. Where is the cheese _ ?,grater,kuchyn-2-uroven,sink
657,The waitress was carrying a _ of drinks.,tray,kuchyn-2-uroven,tray
657,"There's still a lot of food on your _ , aren't you hungry?",plate,kuchyn-2-uroven,plate
657,I can't find my favourite bowl. Do you know where it is? – I think it's in the _ .,sink,kuchyn-2-uroven,grater
658,I need to blow my nose. Have you got a _ ?,handkerchief,obleceni-moda-3,handkerchief
658,"I like this kind of events because I like men in suits, especially when they wear a _ .",bow tie,obleceni-moda-3,bow tie
658,"I recommend taking a _ to the mountains, it's usually really windy there.",windbreaker,obleceni-moda-3,headband
658,I usually use a _ to keep my hair out of my face.,headband,obleceni-moda-3,windbreaker
659,"I don't like clothes with _ , I feel like I can't breathe.",collars,obleceni-moda-3,bathrobes
659,She was wearing a denim skirt and black _ .,stockings,obleceni-moda-3,stockings
659,"I prefer gloves over _ , otherwise I can't grab anything.",mittens,obleceni-moda-3,mittens
659,I really like the _ at hotels because they are so soft!,bathrobes,obleceni-moda-3,collars
660,"You should put some shoes on, where are your _ ?",slippers,obleceni-moda-3,earrings
660,I prefer jackets with _ because you can put it on when it's raining.,hoods,obleceni-moda-3,underpants
660,You should always wear _ when seeing a doctor.,underpants,obleceni-moda-3,hoods
660,Do you like my new _ ? They go well with the silver necklace.,earrings,obleceni-moda-3,slippers
661,"I don't like when people wear _ , I prefer their natural hair.",wigs,obleceni-moda-3,wigs
661,I change the bed _ every Sunday.,linens,obleceni-moda-3,linens
661,The woman was wearing a red dress and black _ .,stockings,obleceni-moda-3,sneakers
661,"You shouldn't wear _ in the theatre, it's inappropriate.",sneakers,obleceni-moda-3,stockings
662,"Oh no, I've got a hole in my _ .",tights,obleceni-moda-3,pockets
662,We should buy new _ . These aren't as soft anymore.,bathrobes,obleceni-moda-3,tights
662,Do you prefer wearing skirts or _ ?,pants,obleceni-moda-3,pants
662,"Could you take the keys? – Actually, I can't. I haven't got any _ .",pockets,obleceni-moda-3,bathrobes
663,The woman wanted her husband to explain the lipstick on his _ .,collar,obleceni-moda-3,collar
663,It doesn't look good to wear a _ jacket and jeans at the same time.,denim,obleceni-moda-3,denim
663,I only wear shirts made of _ otherwise I sweat a lot.,cotton,obleceni-moda-3,cotton
663,Could you please lend me some money? I lost my _ .,wallet,obleceni-moda-3,wallet
664,I don't mind wearing _ even though my boyfriend is smaller than me.,heels,obleceni-moda-3,pyjamas
664,I never wear long _ in the summer.,sleeves,obleceni-moda-3,sleeves
664,I always sleep in my _ .,pyjamas,obleceni-moda-3,heels
664,"Tie up your _ , otherwise you'll fall down.",shoelaces,obleceni-moda-3,shoelaces
665,"It's cold outside, you should put on a _ .",scarf,obleceni-moda-3,scarf
665,I've heard that a _ dress is coming back into fashion.,velvet,obleceni-moda-3,velvet
665,The groom took off his jacket but kept on the _ .,waistcoat,obleceni-moda-3,waistcoat
665,I can't believe how many things you can put into your _ .,handbag,obleceni-moda-3,handbag
666,I think that a black shirt with white _ is a classic.,cuffs,obleceni-moda-3,cuffs
666,"It's raining. If you want to go to the forest, you should put on your _ .",boots,obleceni-moda-3,slippers
666,"The floor is wet, put on your _ .",slippers,obleceni-moda-3,boots
666,"Be careful, if you pull your skirt even higher, everyone will see your _ .",panties,obleceni-moda-3,panties
667,"I never forget to pack my _ when we go to the mountains, it comes handy every time.",anorak,obleceni-moda-3,anorak
667,Put on your grey _ cardigan - it'll be nice and warm.,wool,obleceni-moda-3,wool
667,"I don't like wearing a _ , I always feel like choking.",bow tie,obleceni-moda-3,bow tie
668,"She always wears beautiful jewellery, the other day she wore a beautiful silver _ around her neck.",necklace,obleceni-moda-3,necklace
668,She only wears bobble hats that matches her _ .,scarf,obleceni-moda-3,scarf
668,"Every time I wear the _ dress, all my friends touch it because it's so soft!",velvet,obleceni-moda-3,velvet
668,"My pants keep falling, I need to start wearing a _ .",belt,obleceni-moda-3,belt
669,"When I'm tired after the week, I'm able to wear my _ all weekend.",pyjamas,obleceni-moda-3,pyjamas
669,She usually wears sportswear and _ .,sneakers,obleceni-moda-3,sneakers
669,"Tie up your _ Ivo, otherwise you'll fall down.",shoelaces,obleceni-moda-3,sleeves
669,You'd better roll your _ up or you'll get them dirty.,sleeves,obleceni-moda-3,shoelaces
670,"I'm cold, do you know where my _ is?",pullover,obleceni-moda-3,wig
670,"Could you set the table for lunch, please? – Sure, but first I need to find the table _ .",linen,obleceni-moda-3,linen
670,"I shouldn't have my hair cut, now I have to wear a _ all the time.",headband,obleceni-moda-3,pullover
670,I think that a _ is a good solution for people who have got a problem growing their own hair.,wig,obleceni-moda-3,headband
671,She bought a new pair of black _ .,tights,obleceni-moda-3,slippers
671,"My grandma made me a pair of woollen _ , so now my hands are always warm.",mittens,obleceni-moda-3,mittens
671,He put on his bathrobe and _ .,slippers,obleceni-moda-3,tights
671,I love when women wear high _ .,heels,obleceni-moda-3,heels
672,The letter E comes after D in the _ .,alphabet,anglictina-skola-2,alphabet
672,You can't go out until you've done your _ .,homework,anglictina-skola-2,homework
672,When does your first _ start? – At 8 o'clock.,lesson,anglictina-skola-2,lesson
672,Can I borrow your _ ? I would like to write something down.,pen,anglictina-skola-2,pen
673,How many _ do you speak?,languages,anglictina-skola-2,languages
673,Can I borrow your _ ? I need to cut this sheet of paper.,scissors,anglictina-skola-2,scissors
673,"This year, we've got longer lunch _ .",breaks,anglictina-skola-2,breaks
673,"If you need to look up a word you don't understand, the _ are on the shelf.",dictionaries,anglictina-skola-2,dictionaries
674,Do you _ what the capital of France is?,know,anglictina-skola-2,know
674,"I would like to _ Spanish, it's a beautiful language.",learn,anglictina-skola-2,learn
674,Children learn to _ and write at primary school.,read,anglictina-skola-2,read
674,My brother will start working because he didn't _ .,get into university,anglictina-skola-2,get into university
675,I would like to do a French _ this year.,course,anglictina-skola-2,course
675,Can I work with you today? I forgot my _ at home.,workbook,anglictina-skola-2,workbook
675,"If you want to draw a straight line, you should use a _ .",ruler,anglictina-skola-2,ruler
675,"I don't really understand, can you give me an _ ?",example,anglictina-skola-2,example
676,Where do you go to _ ?,school,anglictina-skola-2,school
676,What's your favourite _ ?,book,anglictina-skola-2,book
676,What do we need for today's art lesson? – Only a pencil and a _ .,rubber,anglictina-skola-2,rubber
676,Who is your _ ?,teacher,anglictina-skola-2,teacher
677,Do you _ what we did yesterday?,remember,anglictina-skola-2,remember
677,Did he pass or _ the exam?,fail,anglictina-skola-2,fail
677,"Tomorrow, my dad will _ me how to ride a bike.",teach,anglictina-skola-2,teach
677,Did you _ the chapter about the wizard yesterday?,read,anglictina-skola-2,read
678,There are 14 girls and 11 boys in our _ .,class,anglictina-skola-2,class
678,He's doing a class _ on insects.,project,anglictina-skola-2,project
678,Do you prefer learning grammar or _ ?,vocabulary,anglictina-skola-2,vocabulary
678,The first lesson on the _ for Tuesday morning is biology.,timetable,anglictina-skola-2,timetable
679,Let's go to the _ . I need to borrow some books.,library,anglictina-skola-2,library
679,"I should organize my _ better, I can never find the pen I'm looking for.",pencil case,anglictina-skola-2,pencil case
679,We went to a _ on modern art.,lecture,anglictina-skola-2,lecture
679,Have you got a sheet of _ I could write on?,paper,anglictina-skola-2,paper
680,I'll just go over my _ before the test.,notes,anglictina-skola-2,notes
680,How many _ are there in your class?,pupils,anglictina-skola-2,pupils
680,He studied natural _ at Masaryk University.,sciences,anglictina-skola-2,sciences
680,"You shouldn't have many _ during the semester, otherwise you will fail the course.",absences,anglictina-skola-2,absences
681,"There is no way to understand it, you have to _ .",learn it by heart,anglictina-skola-2,learn it by heart
681,"He didn't behave throughout the year, so he had to _ .",leave the school,anglictina-skola-2,get into university
681,"It's okay to _ , you should just learn from it.",make a mistake,anglictina-skola-2,make a mistake
681,"If I _ , I'll move to Prague.",get into university,anglictina-skola-2,leave the school
682,"In Britain, the spring _ starts in January.",term,anglictina-skola-2,term
682,You need a _ to write on the blackboard.,chalk,anglictina-skola-2,chalk
682,"Are you nervous about the _ ? – No, I'm not. I revised a lot.",exam,anglictina-skola-2,exam
682,"Do you speak Spanish fluently? – No, I don't. I'm a _ .",beginner,anglictina-skola-2,beginner
683,His _ of dinosaurs is exceptional.,knowledge,anglictina-skola-2,knowledge
683,It's important for children to get a good _ .,education,anglictina-skola-2,education
683,Students at this _ don't need much help.,level,anglictina-skola-2,level
683,There is a good relationship between the _ and pupils at this school.,teaching staff,anglictina-skola-2,teaching staff
684,We sat an exam yesterday. We should get the _ next week.,results,anglictina-skola-2,exercise books
684,How many _ have you got today?,lessons,anglictina-skola-2,lessons
684,Open your _ and write the answers.,exercise books,anglictina-skola-2,results
684,There are many international _ at our university.,students,anglictina-skola-2,students
685,Where do you go to _ ?,school,anglictina-skola-2,school
685,Do you know that _ is the study of teaching?,pedagogy,anglictina-skola-2,pedagogy
685,Open your _ and go to page 54.,workbook,anglictina-skola-2,workbook
